Date,Team,Pitcher,Open,Close,Open OU,Close OU
927,ARI,TCLARKE-R,-135,-127,9,9
927,LAD,WBUEHLER-R,-185,-200,7.5,7.5
927,SFO,JCUETO-R,160,180,7.5,7.5
927,TAM,TGLASNOW-R,-200,-230,9.5,9.5
927,TOR,TZEUCH-R,170,205,9.5,9.5
927,BAL,AWOJCIECHOWSKI-R,184,180,11,10.5
927,BOS,NEOVALDI-R,-220,-200,11,10.5
927,NYY,JPAXTON-L,-270,-280,11,10.5
927,TEX,JPALUMBO-L,222,245,11,10.5
927,MIN,JBERRIOS-R,-225,-240,10,10
927,KAN,ESKOGLUND-L,188,210,10,10
927,HOU,JURQUIDY-R,-210,-210,10,9.5
927,LAA,PSANDOVAL-L,176,190,10,9.5
927,OAK,MFIERS-R,-215,-200,9.5,9
927,SEA,JSHEFFIELD-L-L,180,180,9.5,9
927,CLE,ZPLESAC-R,-105,130,10,9.5
927,WAS,AVOTH-R,-115,-140,10,9.5
928,LAD,HRYU-L,-210,-205,8.5,8.5
928,SFO,LWEBB-R,176,185,8.5,8.5
928,MIA,CSMITH-L,-109,165,9,9
928,PHI,ZEFLIN-R,-111,-180,9,9
928,CIN,LSIMS-R,-123,-138,9,9
928,PIT,JMARVEL-R,103,128,9,9
928,ATL,MFOLTYNEWICZ-R,-110,100,8.5,8.5
928,NYM,SMATZ-L,-110,-110,8.5,8.5
928,CUB,CHAMELS-L,170,175,8.5,8.5
928,STL,AWAINWRIGHT-R,-200,-190,8.5,8.5
928,SDG,GRICHARDS-R,144,140,9,9
928,ARI,RRAY-L,-165,-150,9,9
928,MIL,GGONZALEZ-L,-190,-160,12,13
928,COL,CGONZALEZ-R,163,150,12,13
928,BAL,JMEANS-L,148,142,10.5,10
928,BOS,JCHACIN-R,-170,-152,10.5,10
928,TAM,RYARBROUGH-L,-180,-190,9.5,9
928,TOR,TTHORNTON-R,155,175,9.5,9
928,DET,TALEXANDER-L,130,148,9.5,9.5
928,CWS,INOVA-R,-150,-158,9.5,9.5
928,MIN,CSTASHAK-R,-190,-185,10.5,10.5
928,KAN,GSPARKMAN-R,163,170,10.5,10.5
928,NYY,LSEVERINO-R,-280,-280,11,11
928,TEX,LFARRELL-R,230,245,11,11
928,HOU,JVERLANDER-R,-450,-430,9,9
928,LAA,JSUAREZ-L,351,360,9,9
928,OAK,BANDERSON-L,-175,-180,9,9
928,SEA,MGONZALES-L,151,165,9,9
928,CLE,APLUTKO-R,170,240,9,9
928,WAS,PCORBIN-L,-200,-270,9,9
928,DET,MBOYD-L,115,112,9.5,9
928,CWS,RLOPEZ-R,-135,-122,9.5,9
929,LAD,RHILL-L,-175,-165,8.5,8.5
929,SFO,DRODRIGUEZ-R,151,155,8.5,8.5
929,MIA,SALCANTARA-R,151,155,9.5,9
929,PHI,UNDECIDED,-175,-165,9.5,9
929,CIN,TBAUER-R,-145,-115,8.5,8.5
929,PIT,TWILLIAMS-R,125,105,8.5,8.5
929,MIL,AHOUSER-R,-177,-185,13.5,13
929,COL,JHOFFMAN-R,152,170,13.5,13
929,ATL,MSOROKA-R,-110,105,8,8
929,NYM,NSYNDERGAARD-R,-110,-115,8,8
929,SDG,UNDECIDED,115,120,9.5,9.5
929,ARI,TWALKER-R,-135,-130,9.5,9.5
929,CUB,UNDECIDED,230,260,8.5,8.5
929,STL,UNDECIDED,-280,-300,8.5,8.5
929,NYY,MTANAKA-R,-185,-139,11,10.5
929,TEX,LLYNN-R,160,129,11,10.5
929,BAL,UNDECIDED,215,260,10.5,10
929,BOS,ERODRIGUEZ-L,-260,-300,10.5,10
929,TAM,BSNELL-L,-205,-215,9,9
929,TOR,CBUCHHOLZ-R,172,195,9,9
929,HOU,GCOLE-R,-400,-410,8.5,8.5
929,LAA,DPETERS-L,317,340,8.5,8.5
929,OAK,TROARK-R,-175,-140,9,9
929,SEA,JDUNN-R,151,130,9,9
929,DET,STURNBULL-R,115,140,9.5,9.5
929,CWS,UNDECIDED,-135,-150,9.5,9.5
929,MIN,MPEREZ-L,-190,-135,11,10.5
929,KAN,JLOPEZ-R,163,125,11,10.5
929,CLE,MCLEVINGER-R,-155,-165,9,8.5
929,WAS,JROSS-R,135,155,9,8.5
1001,MIL,BWOODRUFF-R,153,160,7.5,7.5
1001,WAS,MSCHERZER-R,-170,-170,7.5,7.5
1002,TAM,CMORTON-R,130,115,7.5,7
1002,OAK,SMANAEA-L,-150,-125,7.5,7
1003,STL,MMIKOLAS-R,118,138,8,9
1003,ATL,DKEUCHEL-L,-131,-148,8,9
1003,WAS,PCORBIN-L,149,162,7,7.5
1003,LAD,WBUEHLER-R,-165,-174,7,7.5
1004,STL,JFLAHERTY-R,-124,-111,8,8.5
1004,ATL,MFOLTYNEWICZ-R,113,101,8,8.5
1004,WAS,SSTRASBURG-R,131,148,7.5,7.5
1004,LAD,CKERSHAW-L,-145,-158,7.5,7.5
1004,MIN,JBERRIOS-R,170,175,9,8.5
1004,NYY,JPAXTON-L,-190,-190,9,8.5
1004,TAM,TGLASNOW-R,188,220,7.5,7.5
1004,HOU,JVERLANDER-R,-210,-250,7.5,7.5
1005,MIN,RDOBNAK-R,162,165,9.5,9
1005,NYY,MTANAKA-R,-180,-180,9.5,9
1005,TAM,BSNELL-L,264,245,7.5,7.5
1005,HOU,GCOLE-R,-300,-280,7.5,7.5
1006,LAD,HRYU-L,114,-160,8.5,9
1006,WAS,MSCHERZER-R,-126,150,8.5,9
1006,ATL,MSOROKA-R,-115,-120,8.5,8.5
1006,STL,AWAINWRIGHT-R,105,110,8.5,8.5
1007,ATL,DKEUCHEL-L,131,101,8.5,8
1007,STL,DHUDSON-R,-145,-111,8.5,8
1007,LAD,RHILL-L,122,110,8.5,8.5
1007,WAS,MSCHERZER-R,-135,-120,8.5,8.5
1007,HOU,ZGREINKE-R,-145,-115,7.5,8
1007,TAM,CMORTON-R,131,105,7.5,8
1007,NYY,LSEVERINO-R,-140,-140,9,9
1007,MIN,JODORIZZI-R,126,130,9,9
1008,HOU,JVERLANDER-R,-240,-240,7.5,7.5
1008,TAM,DCASTILLO-R,213,210,7.5,7.5
1009,STL,JFLAHERTY-R,-109,-104,8,7.5
1009,ATL,MFOLTYNEWICZ-R,-101,-106,8,7.5
1009,WAS,SSTRASBURG-R,131,157,7,7
1009,LAD,WBUEHLER-R,-145,-167,7,7
1010,TAM,TGLASNOW-R,243,245,7,7
1010,HOU,GCOLE-R,-275,-280,7,7
1011,WAS,ASANCHEZ-R,108,128,8.5,7.5
1011,STL,UNDECIDED,-118,-142,8.5,7.5
1012,NYY,MTANAKA-R,135,135,8.5,9
1012,HOU,ZGREINKE-R,-150,-145,8.5,9
1012,WAS,MSCHERZER-R,-140,-128,7,7
1012,STL,AWAINWRIGHT-R,126,118,7,7
1013,NYY,JPAXTON-L,144,162,7.5,7.5
1013,HOU,JVERLANDER-R,-160,-174,7.5,7.5
1014,STL,JFLAHERTY-R,114,116,7,6.5
1014,WAS,SSTRASBURG-R,-126,-126,7,6.5
1015,HOU,GCOLE-R,-160,-155,7.5,7.5
1015,NYY,LSEVERINO-R,144,145,7.5,7.5
1015,STL,DHUDSON-R,140,150,7.5,7.5
1015,WAS,PCORBIN-L,-155,-160,7.5,7.5
1017,HOU,ZGREINKE-R,114,123,8,8.5
1017,NYY,MTANAKA-R,-126,-133,8,8.5
1018,HOU,JVERLANDER-R,-140,-140,8,7.5
1018,NYY,JPAXTON-L,126,130,8,7.5
1019,NYY,UNDECIDED,126,108,9,9
1019,HOU,UNDECIDED,-140,-118,9,9
1022,WAS,MSCHERZER-R,179,180,7,6.5
1022,HOU,GCOLE-R,-200,-200,7,6.5
1023,WAS,SSTRASBURG-R,157,161,7.5,7
1023,HOU,JVERLANDER-R,-175,-172,7.5,7
1025,HOU,ZGREINKE-R,-121,-150,8,8.5
1025,WAS,ASANCHEZ-R,110,140,8,8.5
1026,HOU,JURQUIDY-R,105,-102,8.5,8.5
1026,WAS,PCORBIN-L,-115,-108,8.5,8.5
1027,HOU,GCOLE-R,-155,-210,7,8
1027,WAS,MSCHERZER-R,140,190,7,8
1029,WAS,SSTRASBURG-R,162,163,7,7.5
1029,HOU,JVERLANDER-R,-180,-176,7,7.5
1030,WAS,MSCHERZER-R,122,128,7.5,7.5
1030,HOU,ZGREINKE-R,-135,-138,7.5,7.5
